,PMCID,sentence_id,CONSORT_Item,labels,section,text,metamap_concepts,metamap_concepts_text,metamap_semantictypes
21,PMC3002766,S69,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes,"patients were evaluated at randomisation/baseline and every 4 weeks during treatment (or premature withdrawal, week 24 and, if applicable, 12 weeks after healing of the cardinal ulcer), with dus assessed at each study visit.","['C1275555', 'C3812880', 'C0439230', 'C0168634', 'C3538994', 'C0687676', 'C0205252', 'C1512346', 'C1533734', 'C0043240', 'C0087111', 'C2349954', 'C3887704', 'C1705169', 'C1457900', 'C0039798', 'C0030705', 'C0545082', 'C1710677', 'C4049634', 'C1706839', 'C2700598', 'C3887532', 'C1272460', 'C0151526', 'C2826704', 'C0326926', 'C0231290', 'C2603343', 'C0041582', 'C1442488', 'C1522326', 'C1515981', 'C2825032', 'C4018905']","['Patient Visit', 'Cardinalis cardinalis', 'Withdrawal by Subject', 'Each (qualifier value)', 'And', 'Study', 'Every Four Weeks', 'Visit', 'Post', 'Withdrawal (dysfunction)', 'Treatment Epoch', 'Biomaterial Treatment', 'Baseline', 'Wound Healing', 'Ulceration', 'Administration procedure', 'Status post', 'Premature Birth', 'Applicable', 'Visit Name', 'Withdrawal - birth control', 'Withdrawal Scale (BASC-2)', 'Argynnis pandora', 'Patients', 'Withdraw (activity)', 'Not Applicable', 'BaseLine dental cement', 'treatment - ActInformationManagementReason', 'Ulcer', 'Too early', 'Treating', 'therapeutic aspects', 'week', 'Immature', 'Therapeutic procedure']","['tmco', 'acty', 'fndg', 'idcn', 'topp', 'hlca', 'inpr', 'qlco', 'qnco', 'mobd', 'bhvr', 'euka', 'resa', 'podg', 'bodm', 'ftcn', 'bird', 'orgf', 'patf', 'cnce']"
22,PMC3002766,S70,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Outcomes,safety was continually monitored.,"['C0036043', 'C1705187']","['Safety', 'Safety Study']","['resa', 'hcpp']"
23,PMC3002766,S72,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"efficacy analyses were performed on all treated patients using sas software (sas institute, cary, north carolina, usa).","['C0021622', 'C0041703', 'C1522326', 'C0028407', 'C1823519', 'C0030705', 'C1707887', 'C0605290', 'C1426104', 'C0444868', 'C0037585', 'C1272753', 'C1280519']","['Institution (social concept)', 'Effectiveness', 'All', 'TSPAN31 gene', 'Treating', 'North Carolina', 'Computer software', 'Institutes', 'United States', 'Efficacy Study', 'Patients', 'SAS', 'NANS gene']","['gngm', ' mnob', 'orgt', 'idcn', 'inpr', 'orch', 'geoa', 'qlco', 'qnco', 'resa', 'podg', 'ftcn']"
24,PMC3002766,S73,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,means±ses are presented for numerical variables and kaplan–meier estimates for time-to-event variables.,"['C0237753', 'C0040223', 'C0439828', 'C0750572', 'C1515981', 'C4019010', 'C0441471']","['National reporting jurisdiction:Loc:Pt:^Event:Nom', 'Estimated', 'Variable (uniformity)', 'Time', 'And', 'Event', 'Numbers']","['tmco', 'idcn', 'qlco', 'qnco', 'evnt', 'clna']"
25,PMC3002766,S74,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,treatment effects for the primary end points were evaluated using the pitman permutation (new dus) and log-rank test with asymptotic approximation (time to healing of the cardinal ulcer).,"['C0667477', 'C1515976', 'C0022885', 'C4318744', 'C0205225', 'C3538994', 'C2986775', 'C1533734', 'C0043240', 'C0087111', 'C0699794', 'C3887704', 'C1705169', 'C1280500', 'C0039798', 'C0392366', 'C0205314', 'C1882348', 'C2700598', 'C0220825', 'C1708728', 'C0332287', 'C3887532', 'C0456984', 'C0444930', 'C0013261', 'C0326926', 'C0041582', 'C1522326', 'C0039593', 'C2746065', 'C0040223', 'C1515981', 'C3831328']","['TNFRSF11A protein, human', 'Logarithm', 'Cardinalis cardinalis', 'In addition to', 'Rank', 'And', 'Test - temporal region', 'Time', 'Treatment Epoch', 'Tests (qualifier value)', 'Biomaterial Treatment', 'Laboratory Procedures', 'Wound Healing', 'Ulceration', 'Administration procedure', 'Event Log', 'Test Result', 'Testing', 'Argynnis pandora', 'End', 'Effect', 'Primary', 'Ulcer', 'treatment - ActInformationManagementReason', 'Treating', 'Anatomic Structure, System, or Substance', 'Stop (qualifier value)', 'New', 'therapeutic aspects', 'Blood Products Laboratory Testing', 'Duane Retraction Syndrome', 'Evaluation', 'Permutation', 'Therapeutic procedure']","['topp', 'qnco', ' aapp', 'patf', 'blor', 'clas', 'idcn', 'hlca', 'inpr', 'qlco', 'bacs', 'lbpr', 'resa', 'ftcn', 'bird', 'tmco', 'lbtr', 'euka', 'spco', 'cnce', 'dsyn', 'orgf']"
26,PMC3002766,S75,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"missing data on new dus were imputed using extrapolation, with the incidence rate of new dus at the last assessment corrected for the missing time period.","['C1517741', 'C3272743', 'C3245479', 'C1708485', 'C1948053', 'C0521125', 'C1705492', 'C1261322', 'C0205202', 'C3714741', 'C1511726', 'C0013261', 'C0205314', 'C1516048', 'C1551393', 'C4321252']","['Incidence Rate', 'Data call receiving device', 'Period (temporal qualifier)', 'Container status - Missing', 'Last', 'Data (eukaryote)', 'Missing', 'New', 'Missing Study Animal', 'WWOX wt Allele', 'Assessed', 'Evaluation procedure', 'Corrected', 'Duane Retraction Syndrome', 'Preposition For', 'Data']","['tmco', 'fndg', 'medd', 'idcn', 'hlca', 'gngm', 'qlco', 'qnco', 'dsyn', 'euka', 'acty']"
27,PMC3002766,S76,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,the worst of either the calculated number or observed values at week 24 was used for patients who prematurely discontinued study treatment.,"['C1441672', 'C3272598', 'C1441506', 'C1521826', 'C1522166', 'C1444662', 'C0237753', 'C0444686', 'C0449788', 'C0439230', 'C0030705', 'C0042295']","['Observed', 'Calculated', 'WHO Temperature/Humidity Storage Condition', 'Count of entities', 'Protocol Agent', 'Worst', 'Patients', 'Calculation', 'Discontinued', 'week', 'Values', 'Numbers']","['tmco', 'fndg', 'inpr', 'qlco', 'qnco', 'podg', 'ftcn', 'acty']"
28,PMC3002766,S77,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"patients with no valid assessment post baseline (three patients on bosentan, one on placebo) were excluded from the main analysis.","['C2349099', 'C0252643', 'C0205447', 'C1442488', 'C0032042', 'C0205449', 'C0205225', 'C0168634', 'C0030705', 'C1542147', 'C1706408', 'C0687676', 'C3469826', 'C1696465', 'C1261322', 'C1704687', 'C1524024', 'C1516048', 'C0936012']","['BaseLine dental cement', 'Post Device', 'Main', 'Placebo Control', 'Primary', 'Valid', 'placebo', 'Analysis', 'SLC35G1 gene', 'Placebos', 'analysis aspect', 'Assessed', 'Patients', 'Evaluation procedure', 'Three', 'Baseline', 'One', 'bosentan', 'Post']","['tmco', 'bodm', 'gngm', 'hlca', 'topp', 'orch', 'qnco', 'qlco', 'resa', 'podg', 'ftcn', 'mnob', ' phsu', 'acty']"
29,PMC3002766,S78,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,treatment effects for new dus in predefined subgroups were presented as point estimates and 95% two-sided cis.,"['C0087111', 'C1504308', 'C1742862', 'C1552961', 'C1522326', 'C3887704', 'C1705169', 'C1280500', 'C1079230', 'C3538994', 'C0750572', 'C0039798', 'C1515981', 'C2347617', 'C3714763', 'C0205448', 'C0013261', 'C0205314', 'C1533734']","['point - UnitsOfMeasure', 'Point', 'Genus Cis', 'Estimated', 'Two', 'treatment - ActInformationManagementReason', 'Treating', 'Point Name', 'Treatment Epoch', 'And', 'New', 'therapeutic aspects', 'Subgroup A Nepoviruses', 'Effect', 'Biomaterial Treatment', 'Duane Retraction Syndrome', 'Administration procedure', 'CISH protein, human', 'Therapeutic procedure']","['resa', 'virs', 'topp', 'idcn', 'hlca', 'qlco', 'bacs', 'qnco', 'dsyn', 'euka', 'spco', 'ftcn', ' aapp', 'cnce']"
30,PMC3002766,S79,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"for exploratory purposes, statistical tests of treatment difference were provided for planned secondary/exploratory and unplanned post hoc efficacy analyses and included the pitman permutation (for changes from baseline), the fisher exact test (for proportions) and the log-rank test (for times to event), each performed without correction for multiple testing.","['C0667477', 'C1705241', 'C1947976', 'C1515976', 'C0022885', 'C4318744', 'C0168634', 'C3538994', 'C0521125', 'C2986775', 'C0392747', 'C1533734', 'C4321252', 'C0443172', 'C0087111', 'C0699794', 'C2828393', 'C3887704', 'C1285529', 'C1705169', 'C1457900', 'C1301732', 'C0205436', 'C0039798', 'C0392366', 'C1632851', 'C1882348', 'C1708728', 'C0175668', 'C0456984', 'C1705565', 'C1705242', 'C1517320', 'C0237913', 'C0441471', 'C0027627', 'C1522326', 'C1442488', 'C0039593', 'C0040223', 'C4050514', 'C1515981', 'C3831328', 'C0439064', 'C4019010']","['TNFRSF11A protein, human', 'Logarithm', 'National reporting jurisdiction:Loc:Pt:^Event:Nom', 'Rank', 'Exacerbations of Chronic Pulmonary Disease Tool Patient-Reported Outcome Questionnaire', 'Each (qualifier value)', 'And', 'Test - temporal region', 'Event', 'From', 'second (number)', 'Time', 'Treatment Epoch', 'Tests (qualifier value)', 'Changed status', 'Laboratory Procedures', 'Baseline', 'Biomaterial Treatment', 'Planned', 'Administration procedure', 'Times', 'Neoplasm Metastasis', 'Changing', 'Event Log', 'Test Result', 'WWOX wt Allele', 'Correction (change)', 'Testing', 'Purpose', 'Therapeutic procedure', 'Preposition For', 'Numerous', 'Different', 'BaseLine dental cement', 'treatment - ActInformationManagementReason', 'Anatomic Structure, System, or Substance', 'Statistical Test', 'Treating', 'Secondary to', 'therapeutic aspects', 'Blood Products Laboratory Testing', 'Delta (difference)', 'Exact (qualifier)', 'Permutation', 'Correction Report']","['topp', 'qnco', 'bodm', ' aapp', 'clna', 'blor', 'clas', 'idcn', 'hlca', 'inpr', 'qlco', 'bacs', 'lbpr', 'resa', 'ftcn', 'tmco', 'lbtr', 'neop', 'cnce', 'gngm', 'evnt']"
31,PMC3002766,S80,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"placebo-corrected changes from baseline, rr and hrs from cox modelling were each reported with 95% cis where appropriate.","['C0443172', 'C1504308', 'C1742862', 'C1442488', 'C1457900', 'C0168634', 'C1565830', 'C1515981', 'C0392747', 'C0205202', 'C1568891', 'C1548787']","['BaseLine dental cement', 'Changing', 'Genus Cis', 'Each (qualifier value)', 'And', 'Appropriate', 'PTGS1 protein, human', 'Changed status', 'Corrected', 'Baseline', 'HGS protein, human', 'CISH protein, human']","['idcn', 'enzy', 'qlco', 'bacs', 'qnco', 'euka', 'ftcn', 'bodm', ' aapp']"
32,PMC3002766,S81,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"safety and baseline data were summarised descriptively, with no statistical testing planned or given.","['C1442488', 'C3245479', 'C0038215', 'C0036043', 'C0039593', 'C0168634', 'C1515981', 'C0392366', 'C3714741', 'C1511726', 'C1705187']","['Data call receiving device', 'BaseLine dental cement', 'Data (eukaryote)', 'And', 'Testing', 'Tests (qualifier value)', 'Safety', 'Safety Study', 'Baseline', 'Science of Statistics', 'Data']","['medd', 'idcn', 'hcpp', 'ocdi', 'inpr', 'qnco', 'euka', 'resa', 'ftcn', 'bodm']"
33,PMC3002834,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study subjects,"we studied a subgroup of crs patients from the epocares trial (clinicaltrials.gov, nct00356733), and healthy controls of comparable age and gender.",,,
34,PMC3002834,S50,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study subjects,a detailed description with inclusion and exclusion criteria of the study has previously been published.14,"['C2603343', 'C0678257', 'C1522508', 'C0680252', 'C0680251']","['inclusion and exclusion', 'Exclusion Criteria', 'Details', 'Description', 'Study']","['qlco', 'ftcn', 'inpr', 'resa']"
35,PMC3002834,S51,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study subjects,the protocol was approved by the medical ethics committee and all patients gave informed consent.,"['C3715209', 'C4282383', 'C0085546', 'C1507394', 'C0030705', 'C0021430', 'C1522729', 'C1515981', 'C2348563', 'C0015004', 'C0444868', 'C2599718', 'C0442711']","['Ethics, Medical', 'Protocols documentation', 'All', 'REMS Protocol', 'Clinical trial protocol document', 'Library Protocol', 'Study Protocol', 'And', 'Informed Consent', 'Ethics Committees', 'Patients', 'Protocol - answer to question', 'Clinical trial protocol']","['fndg', 'prog', 'rnlw', 'idcn', 'inpr', 'qnco', 'podg']"
36,PMC3002834,S52,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study subjects,procedures were in accordance with the helsinki declaration.,"['C2700391', 'C0025664', 'C3538935', 'C0184661', 'C0018898']","['Procedure (set of actions)', 'Helsinki Declaration', 'Procedure Domain', 'Interventional procedure', 'Methods aspects']","['rnlw', 'topp', 'inpr', 'ftcn']"
37,PMC3002834,S53,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study subjects,"patients with mild anaemia (women: 6.4–7.4 mmol/l; men: 6.4–7.8 mmol/l), moderate ckd (estimated creatinine clearance 20–70 ml/min, cockcroft–gault formula) and chf (functional nyha class ii–iv, based on symptoms, signs and objective abnormality on echocardiography,15 reduced ejection fraction (<50%) or left ventricular end-diastolic volume index <97 ml/m2 with evidence of diastolic left ventricular dysfunction16) were included.","['C0025266', 'C2986546', 'C1561643', 'C0220913', 'C0018802', 'C0489482', 'C0600653', 'C0043210', 'C0002871', 'C1704258', 'C0030705', 'C0750572', 'C0042509', 'C4321335', 'C0812399', 'C3887511', 'C4049706', 'C1881878', 'C4049705', 'C0489829', 'C0332287', 'C1705501', 'C0220912', 'C0225897', 'C0018017', 'C2945599', 'C1571702', 'C4552789', 'C0311392', 'C2700378', 'C0013516', 'C0683368', 'C4085643', 'C0205081', 'C1515981', 'C0012000', 'C1552854', 'C1457887', 'C0012164', 'C0918012']","['Left ventricular structure', 'Estimated', 'In addition to', 'Borg Category-Ratio 10 Perceived Exertion Score 3', 'Evidence', 'Moderate Level', 'Html Link Type - index', 'Symptoms', 'And', 'Echocardiography', 'Clinical Trial Objective', 'Abnormality', 'Congestive heart failure', 'Moderate (severity modifier)', 'Mathematical formula', 'Ventricular End-Diastolic Volume', 'Creatinine clearance', 'Index', 'Chemical Formula', 'Anemia', 'Woman', 'Objective observation', 'Moderate Extremity Pain', 'Formula - diet', 'Mild (qualifier value)', 'Physical findings', 'Male population group', 'Aspects of signs', 'Moderation', 'Symptoms aspect', 'Diastole', 'Patients', 'Chronic Kidney Diseases', 'Ejection fraction (procedure)', 'objective (goal)', 'Moderate Response', 'Indexes', 'Ejection fraction (finding)', 'Manufactured sign', 'Target Lesion Identification']","['mnob', 'fndg', 'biof', 'idcn', 'topp', 'inpr', 'sosy', 'qnco', 'qlco', 'dsyn', 'podg', 'ftcn', 'diap', 'popg', 'bpoc', 'clna']"
38,PMC3002834,S55,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,epc levels and function were compared between 45 crs patients at baseline and 20 healthy controls.,"['C3850017', 'C3898900', 'C1442488', 'C0542341', 'C1705273', 'C0168634', 'C0030705', 'C0010278', 'C0169014', 'C1515981', 'C0031843', 'C0441889']","['BaseLine dental cement', 'Mathematical Operator', 'erucylphosphocholine', 'Endothelial Progenitor Cells', 'physiological aspects', 'And', 'Patients', 'Function (attribute)', 'Craniosynostosis', 'Baseline', 'Levels (qualifier value)', 'Healthy']","['idcn', 'phsf', 'inpr', 'orch', 'qnco', 'qlco', 'cell', 'dsyn', 'ftcn', 'podg', 'bodm', ' phsu']"
39,PMC3002834,S56,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"the effects of epo treatment were evaluated in an open-label, randomised design.","['C0087111', 'C2827499', 'C2976467', 'C0175566', 'C1522326', 'C3887704', 'C1705169', 'C1280500', 'C4551445', 'C3538994', 'C0039798', 'C2983265', 'C1707689', 'C0181496', 'C4522130', 'C1533734']","['Label (document)', 'EPO protein, human', 'Human Cells, Tissues, and Cellular and Tissue-Based Products Labeling', 'Open', 'Design', 'treatment - ActInformationManagementReason', 'Treating', 'Labels (device)', 'Treatment Epoch', 'therapeutic aspects', 'CDISC SEND Study Design Terminology', 'Effect', 'Biomaterial Treatment', 'Labeling Activity', 'Administration procedure', 'Therapeutic procedure']","['topp', 'hlca', 'inpr', 'qlco', 'bacs', 'spco', 'resa', 'ftcn', ' aapp', 'mnob', 'cnce', 'acty']"
40,PMC3002834,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design,"patients received epo treatment (50 iu/kg/week; neorecormon, roche pharmaceuticals, woerden, netherlands) or standard treatment without epo for one year.","['C0027778', 'C4684780', 'C2976467', 'C0087111', 'C0205447', 'C1522326', 'C0376540', 'C1135440', 'C1705169', 'C3887704', 'C0039798', 'C0439230', 'C0030705', 'C3538994', 'C0439234', 'C0331965', 'C1254351', 'C1533734', 'C0013227']","['Netherlands', 'EPO protein, human', 'year', 'treatment - ActInformationManagementReason', 'Standard Treatment', 'Treating', 'roche', 'Treatment Epoch', 'therapeutic aspects', 'Patients', 'week', 'Procedures involving the use of pharmaceuticals', 'Biomaterial Treatment', 'One', 'Administration procedure', 'Pharmaceutical Preparations', 'Pharmacologic Substance', 'Recormon', 'Therapeutic procedure']","['tmco', 'resa', 'topp', 'hlca', 'geoa', 'hcro', 'qnco', 'bacs', 'phsu', 'ftcn', 'aapp', 'podg', ' phsu', ' aapp', 'cnce']"
41,PMC3002834,S58,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"short-term effects of epo (n =30) versus no epo (n =15) were evaluated after 18 days (3 days after third epo injection), when epo treatment was not yet expected to result in a haematopoietic response.","['C1515273', 'C4049935', 'C0871261', 'C1282927', 'C2826302', 'C0687676', 'C3538994', 'C1272883', 'C1533734', 'C0087111', 'C1533685', 'C3887704', 'C1705169', 'C1280500', 'C0039798', 'C1948054', 'C0220825', 'C0233324', 'C0018957', 'C0231290', 'C2976467', 'C1518422', 'C1706817', 'C1522326', 'C2350002', 'C2911692', 'C0205437', 'C1806781', 'C1705313', 'C1704632', 'C0021485', 'C1828121']","['Short Value', 'Reported Term', 'Response (communication)', 'Term (lexical)', 'Response process', 'Injection of therapeutic agent', 'Disease Response', 'Post', 'Treatment Epoch', 'Biomaterial Treatment', 'Shortened', 'Administration procedure', 'Hematopoietic System', 'EPO protein, human', 'Injection', 'Short', 'When (temporal qualifier)', 'Status post', 'Injection Dosing Unit', 'Effect', 'Response (statement)', 'Negation', 'treatment - ActInformationManagementReason', 'Injection procedure', 'Treating', 'Third', 'Term (temporal)', 'therapeutic aspects', 'Injection Route of Drug Administration', 'Term Birth', 'Evaluation', 'Therapeutic procedure']","['tmco', 'fndg', 'resa', 'topp', 'hlca', 'bdsy', 'idcn', 'inpr', 'qnco', 'bacs', 'qlco', 'orga', 'orgf', 'ftcn', 'bodm', 'menp', ' aapp', 'cnce']"
42,PMC3002834,S59,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design,"long-term (52 week) effects of epo were assessed in a subgroup of epo-treated patients, who were allowed to increase haemoglobin (hb) levels up to 8.5 mmol/l for men and 8.3 mmol/l for women (n =13), and a non epo-treated group (n =13).","['C0025266', 'C1515273', 'C0521125', 'C2826302', 'C0441889', 'C4321252', 'C1257890', 'C3272598', 'C0043210', 'C0441833', 'C1515021', 'C1280500', 'C0030705', 'C1706317', 'C1705428', 'C0442805', 'C1516048', 'C0205166', 'C1519504', 'C0547043', 'C1079230', 'C1705429', 'C0233324', 'C2976467', 'C1522326', 'C1518422', 'C0683607', 'C1705313', 'C0687744', 'C1515981', 'C0019046']","['Group Object', 'Reported Term', 'And', 'Term (lexical)', 'Hemoglobin', 'Subgroup', 'Assessed', 'Woman', 'allowing', 'User Group', 'Increase', 'EPO protein, human', 'Male population group', 'Groups', 'Population Group', 'Up', 'Social group', 'WWOX wt Allele', 'Patients', 'Effect', 'Preposition For', 'Levels (qualifier value)', 'Negation', 'Long', 'Treating', 'WHO Temperature/Humidity Storage Condition', 'Term (temporal)', 'Subgroup A Nepoviruses', 'Stage Grouping', 'Term Birth', 'Long Variable']","['tmco', 'virs', 'gngm', 'idcn', 'clas', 'inpr', 'qlco', 'bacs', 'orgf', 'ftcn', 'podg', ' aapp', 'spco', 'popg', 'socb', 'cnce', 'acty']"
