,PMCID,sentence_id,CONSORT_Item,labels,section,text
101,PMC3016167,S59,['9'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Randomisation,"this randomisation sequence was concealed by using sequentially numbered, opaque, sealed, and stapled envelopes."
102,PMC3016167,S60,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Randomisation,envelopes were opened alternately by hsb or phb after an eligible patient consented to take part in the trial and patients were allocated according to the randomisation label inside the envelope.
103,PMC3016167,S62,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,demographic factors and clinical characteristics were summarised as counts (percentages) for categorical variables and as mean (standard deviation; sd) for normally distributed continuous variables.
104,PMC3016167,S63,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,all patients who had been randomly assigned to a treatment group were included in the intention-to-treat analyses.
105,PMC3016167,S64,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"the groups were compared using χ2 test or fisher’s exact test for categorical variables, unpaired t test for normally distributed continuous variables, and mann-whitney u test for other continuous variables."
106,PMC3016167,S65,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,we analysed results with spss 17 software.
107,PMC3016167,S66,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,"blood pressure and pulse rate were measured at different time points and were repeated factors, and treatment group was included as a between-participant measure."
108,PMC3016167,S67,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,α was set at 0.05.
109,PMC3016167,S68,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical methods,we used the greenhouse-geisser p value.
110,PMC3016167,S70,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,between march 2009 and february 2010 we recruited patients who reported to bawaskar hospital and mahad research centre after being stung by mesobuthus tamulus (fig 1).2 4 6 31
111,PMC3016167,S71,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,fig 1 indian red scorpion (mesobuthus tamulus)
112,PMC3016167,S73,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"patients were eligible for enrolment if they reported to hospital with mesobuthus tamulus sting of clinical grade 2 severity, with an interval of less than six hours between sting and hospital admission, and were older than six months."
113,PMC3016167,S74,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"mesobuthus tamulus sting was confirmed if the victim or bystander had seen a red scorpion, had brought in the killed specimen, or recognised the hospital’s preserved specimen."
114,PMC3016167,S75,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"in this way we made sure that mesobuthus tamulus was not confused with palamneus gravimanus, a larger scorpion that is less lethal and causes only severe local pain without systemic involvement or transient reversible cardiovascular effects.1 32"
115,PMC3016167,S76,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"major exclusion criteria were: patient reporting six hours after sting, pregnant women, history of taking prazosin or antivenom, history of bronchial asthma, history of allergic reaction to foreign serum, and refusal to give consent."
116,PMC3016167,S77,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,written informed consent was obtained in the local language.
117,PMC3016167,S78,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"for illiterate adults, a literate relative of the patient read the statement out loud to them and consent was obtained by thumb impression witnessed by the relative."
118,PMC3016167,S79,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,parent’s consent was obtained for minor children.
119,PMC3016167,S80,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,"the study protocol was approved by the independent ethics committee of mumbai (registration number 1433/1999g.b.b.s.d, iec/08/39)."
120,PMC3016167,S81,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Inclusion and exclusion criteria,all people admitted with scorpion sting between march 2009 to february 2010 were insured by the oriental insurance company limited clinical trial liability cover policy no 111600/48/2009/227.
121,PMC3016167,S83,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,cases are graded according to severity of clinical manifestations on arrival at hospital (box).
122,PMC3016167,S84,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"severity of clinical manifestations, morbidity, and mortality depend on the time lapsed between sting and hospital admission, as well as the grade of a case on arrival.5 9 18 33 34"
123,PMC3016167,S86,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"grade 1: severe, excruciating local pain at the sting site radiating along with corresponding dermatomes, mild local oedema with sweating at the sting site, without systemic involvement"
124,PMC3016167,S87,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"grade 2: signs and symptoms of autonomic storm characterised by acetylcholine excess or parasympathetic stimulation (vomiting, profuse sweating from all over body, ropey salivation, bradycardia, premature ventricular contraction, hypotension, priapism in men) and sympathetic stimulation (hypertension with blood pressure >140/90, tachycardia with heart rate >120 per minute, cold extremities, transient systolic murmur)."
125,PMC3016167,S88,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"grade 3: cold extremities, tachycardia, hypotension or hypertension with pulmonary oedema (respiratory rate >24 per minute, basal rales or crackles in lungs)."
126,PMC3016167,S89,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"grade 4: tachycardia, hypotension with or without pulmonary oedema with warm extremities (warm shock)."
127,PMC3016167,S90,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,patients with grade 2 signs and symptoms were included in the present study.
128,PMC3016167,S91,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"after giving written consent, all eligible patients were examined by one of the two authors and baseline data were recorded on a standard form."
129,PMC3016167,S92,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"data included age, sex, time between sting and hospital admission, and history of any medication before admission, vomiting soon after sting, or paraesthesia (tingling and numbness in the perioral region, or sometimes reported by the patient to be felt all over the body)."
130,PMC3016167,S93,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"one of the authors sat by the side of the patients and closely clinically examined them for signs and symptoms of systemic manifestations: presence of profuse sweating all over the body, ropey salivation, priapism in men, heart murmur, coolness of the extremities."
131,PMC3016167,S94,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"blood pressure, heart rate, cardiac arrhythmias, respiratory rate, and oxygen saturation were monitored on a multipara monitor."
132,PMC3016167,S95,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"these findings were noted on admission at 00.00, at 30 minutes, and at 1, 2, 4, 6, 8, 10, 14, 18, and 24 hours."
133,PMC3016167,S96,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,subsequent improvement or deteriorations to grade 3 or 4 were closely followed by the author who examined the patient on arrival.
134,PMC3016167,S97,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"blood was collected from all participants on admission for measurement of haemoglobin, white cell count, and creatine kinase-mb."
135,PMC3016167,S98,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Evaluation of clinical grade,"a 12 lead electrocardiogram (ecg) was done on arrival, after six hours, and before discharge."
136,PMC3018567,S100,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis,"on the basis of our preliminary study,32 the planned cohort size of 2500 was expected to accrue 1860 person-years of follow-up in infancy and 1594 infants were expected to be seen at age 1 year."
137,PMC3018567,S101,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis,"for either maternal treatment, assuming no interaction between treatments, this number would give 80% power to detect rate ratios of 0·82 for malaria, 0·91 for diarrhoea, and 0·76 for pneumonia, with p values of less than 0·05, assuming frequency of disease in the placebo groups to be 50 per 100 person-years for malaria,33 190 per 100 person-years for diarrhoea,34 and 25 per 100 person-years for pneumonia.35"
138,PMC3018567,S102,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"incidence of both tuberculosis and measles was expected to be low,18 therefore only very large differences in incidence would be detected."
139,PMC3018567,S103,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"samples from 1594 infants assessed at 1 year would detect differences in infant cytokine responses of 0·11 log10 between intervention groups.18,32"
140,PMC3018567,S104,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the patients that were included in analysis for each of the primary outcomes differed because data for each outcome was obtained at different times.
141,PMC3018567,S105,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for immune response at age 1 year, analysis included all children who provided a blood sample at 1 year and who had received full bcg (for ccfp analysis) or tetanus (for tetanus toxoid analysis) immunisation at entebbe hospital; second-born twins were excluded."
142,PMC3018567,S106,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for incidence of infectious diseases during infancy, analysis included all liveborn children, excluding second-born twins."
143,PMC3018567,S107,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for vertical hiv transmission, analysis included all children whose mothers were not receiving highly-active antiretroviral therapy, and from whom blood samples at age 6 weeks were available; second-born twins were excluded."
144,PMC3018567,S108,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"cytokine and antibody responses showed skewed distributions, with disproportionate numbers of zero values."
145,PMC3018567,S109,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,results were transformed to log10(concentration+1) and analysed by linear regression with bootstrapping to estimate bias-corrected accelerated confidence intervals.36
146,PMC3018567,S110,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,regression coefficients were back-transformed to give geometric mean ratios.
147,PMC3018567,S111,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,interactions were examined with wald tests.
148,PMC3018567,S112,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for doctor-diagnosed disease incidence, time at risk began at birth and was censored at loss to follow-up, death, or age 1 year."
149,PMC3018567,S113,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"all children with known date of birth were included in the analysis until censoring, irrespective of whether they had made a clinic visit for illness."
150,PMC3018567,S114,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for each disease, we calculated incidence rates for all events."
151,PMC3018567,S115,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"disease episodes within 14 days of an initial presentation with the same disease were regarded as part of the same episode and excluded from the analysis; time at risk was adjusted accordingly, excluding these 14-day periods from the total person-time denominator."
152,PMC3018567,S116,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"hazard ratios (hrs) for effects of treatment were calculated with cox regression, with robust ses to allow for within-child clustering."
153,PMC3018567,S117,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"for community-reported illness data, a generalised-estimating-equation approach with exchangeable correlation structure was used to model effects of treatment on repeated binary outcomes."
154,PMC3018567,S118,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,odds ratios (ors) for the effects of treatment on vertical hiv transmission were calculated with logistic regression.
155,PMC3018567,S119,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the prevalence of asymptomatic malaria at 1 year was compared between treatment groups with logistic regression.
156,PMC3018567,S120,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"infant mortality per 1000 livebirths was estimated from kaplan-meier survival probabilities to age 1 year, and effects of maternal anthelmintic treatment were assessed by cox regression."
157,PMC3018567,S121,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"weight-for-age, height-for-age, and weight-for-height z scores at 1 year were derived from who growth standard reference scales, with igrowup macros."
158,PMC3018567,S122,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,we examined effects of maternal treatment on z scores and on haemoglobin at 1 year by linear regression.
159,PMC3018567,S123,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"we did two prespecified subgroup analyses, examining effects of albendazole treatment in children of mothers with a hookworm infection, and effects of praziquantel treatment in children of mothers with schistosomiasis."
160,PMC3018567,S124,['12b'],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,differences between subgroups were examined by fitting interaction terms in regression models.
161,PMC3018567,S125,"['12a', '12b']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,all p values were two-sided with no adjustment made for multiple comparisons.
162,PMC3018567,S126,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,analyses were done with stata 10.1.
163,PMC3018567,S128,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Role of the funding source,"the sponsor of the study had no role in study design, data collection, data analysis, data interpretation, or writing of the report."
164,PMC3018567,S129,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Role of the funding source,ame had full access to all the data in the study and had final responsibility for the decision to submit for publication.
165,PMC3018567,S46,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,the study is described in detail elsewhere.18
166,PMC3018567,S47,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"briefly, the study area was entebbe municipality and katabi subcounty, beside lake victoria, uganda."
167,PMC3018567,S48,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"the area is occupied by urban, rural, and fishing communities."
168,PMC3018567,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"helminth infection is highly prevalent in the area,19 and malaria, diarrhoea, and pneumonia are common in young children.20"
169,PMC3018567,S50,['4b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"the study population consisted of pregnant women who presented at the government-funded antenatal clinic at entebbe general hospital between april 9, 2003, and nov 24, 2005, where roughly 70% of pregnant women from the study area received antenatal care.21"
170,PMC3018567,S51,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"women were included if resident in the study area, planning to deliver in the hospital, willing to know their hiv status, and in the second or third trimester of pregnancy."
